City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,mossel bay,-34.1831,22.146,16.96,69,43,5.82,ZA,1682783053
363,huancavelica,-12.7667,-74.9833,9.48,51,78,3.46,PE,1682783054
364,kuala belait,4.5833,114.1833,29.09,88,100,0.96,BN,1682783054
365,ialibu,-6.2821,143.9935,14.27,98,100,0.7,PG,1682783055
366,cabo san lucas,22.8909,-109.9124,27.01,58,36,1.39,MX,1682783055
367,rongelap,11.1635,166.8941,26.23,84,100,11.18,MH,1682783057
368,vilyuysk,63.7553,121.6247,0.4,94,100,2.9,RU,1682783058
369,inarajan village,13.2736,144.7484,27.54,93,30,9.28,GU,1682783058
370,krotovka,53.2858,51.1686,18.28,49,3,3.4,RU,1682783059
371,happy valley-goose bay,53.3168,-60.3315,9.17,46,20,2.57,CA,1682783059
372,palmerston,-12.486,130.9833,26.99,85,51,1.03,AU,1682783060
373,punta cana,18.5818,-68.4043,28.87,70,40,5.66,DO,1682782920
374,chui,-33.6971,-53.4616,24.41,43,0,5.31,UY,1682783061
375,touros,-5.1989,-35.4608,29.35,69,77,5.03,BR,1682783062
376,ribeira brava,32.65,-17.0667,25.95,74,100,2.14,PT,1682783062
377,polyarnyy,69.1989,33.4478,-0.82,79,100,13.15,RU,1682783063
378,upington,-28.4478,21.2561,28.21,7,0,2.57,ZA,1682783064
379,sitka,57.0531,-135.33,7.94,87,100,1.54,US,1682783064
380,gamba,-2.65,10.0,27.38,75,38,3.09,GA,1682783065
381,port saint john's,-31.6229,29.5448,20.58,74,100,3.98,ZA,1682783065
382,katabu,-4.9333,122.5167,24.27,94,99,1.5,ID,1682783066
383,machico,32.7,-16.7667,25.95,75,20,3.6,PT,1682783067
384,bandipura,34.4167,74.65,11.87,66,36,2.71,IN,1682782935
385,geraldton,-28.7667,114.6,13.23,71,37,2.57,AU,1682782856
386,salinopolis,-0.6136,-47.3561,27.98,79,100,3.97,BR,1682783069
387,afaahiti,-17.75,-149.2833,23.93,79,83,5.03,PF,1682783069
388,tuy hoa,13.0833,109.3,25.22,91,10,0.9,VN,1682783070
389,tonj,7.2737,28.6822,30.11,49,97,2.9,SS,1682783071
390,san patricio,28.017,-97.5169,20.92,46,0,10.8,US,1682783071
391,huarmey,-10.0681,-78.1522,26.22,73,68,3.62,PE,1682783072
392,emerald,-23.5333,148.1667,16.3,82,67,3.55,AU,1682782977
393,dunedin,-45.8742,170.5036,9.33,99,4,2.04,NZ,1682782789
394,skovorodino,53.9833,123.9167,-0.71,85,88,1.33,RU,1682783074
395,macapa,0.0389,-51.0664,31.99,70,75,4.63,BR,1682783075
396,bahir dar,11.5936,37.3908,22.93,58,88,2.86,ET,1682783076
397,vadso,70.0744,29.7487,1.49,80,75,13.38,NO,1682783076
398,khodoriv,49.4066,24.3136,11.37,67,100,3.98,UA,1682783077
399,atherton,53.5237,-2.4935,17.8,75,64,1.47,GB,1682783078
400,howrah,22.5892,88.3103,26.0,78,40,3.09,IN,1682782599
401,east end,34.5507,-92.341,14.95,90,100,0.89,US,1682783080
402,kilindoni,-7.9139,39.6668,26.19,78,100,6.19,TZ,1682783081
403,luganville,-15.5333,167.1667,25.68,84,9,0.79,VU,1682783081
404,panguipulli,-39.6333,-72.3333,10.17,94,100,2.41,CL,1682783082
405,port shepstone,-30.7414,30.455,21.13,86,100,5.4,ZA,1682782950
406,bozoum,6.3193,16.3799,28.1,59,47,2.86,CF,1682783083
407,sabang,5.8933,95.3214,29.22,70,99,2.08,ID,1682783084
408,shahpura,27.3833,75.9667,23.86,51,67,3.43,IN,1682783041
409,kizlyar,43.8469,46.715,16.62,74,85,2.57,RU,1682783085
410,bulolo,-7.2,146.65,21.61,99,100,0.56,PG,1682783086
411,fale old settlement,-9.3852,-171.2468,28.6,78,59,7.56,TK,1682783087
412,christchurch,-43.5333,172.6333,11.11,93,0,1.54,NZ,1682782957
413,paka,4.6374,103.4368,26.96,94,100,0.0,MY,1682783089
414,santa elena de uairen,4.6167,-61.1333,27.87,52,70,3.11,VE,1682783089
415,xiaoshan,30.1675,120.2588,13.24,82,0,3.0,CN,1682782879
416,san luis de la loma,17.2706,-100.8939,28.12,51,34,1.61,MX,1682783091
417,el granada,37.5027,-122.4694,16.61,92,100,2.57,US,1682783091
418,yinchuan,38.4681,106.2731,14.56,11,0,1.58,CN,1682783092
419,iskateley,67.6803,53.1512,-6.99,94,7,3.47,RU,1682783092
420,dakhla,23.6848,-15.958,22.01,73,0,11.32,EH,1682783093
421,zakamensk,50.3741,103.2863,5.49,73,93,1.85,RU,1682783095
422,wewak,-3.5534,143.6268,25.62,88,93,1.71,PG,1682783095
423,sabzevar,36.2126,57.6819,23.6,38,75,7.2,IR,1682782876
424,plainview,40.7765,-73.4673,11.7,90,100,11.32,US,1682783097
425,juticalpa,14.65,-86.2,31.52,43,100,1.59,HN,1682783097
426,muang phonsavan,19.45,103.2167,19.14,96,98,1.99,LA,1682783098
427,fruitland,38.3221,-75.6202,18.32,84,100,3.6,US,1682783098
428,arkhangel'sk,64.5401,40.5433,2.06,100,100,4.0,RU,1682782890
429,tayu,-6.5397,111.0518,26.07,83,98,1.63,ID,1682783100
430,pizarro,4.9533,-77.366,23.95,96,100,2.34,CO,1682783101
431,kozova,49.4354,25.1509,10.72,64,100,3.67,UA,1682783101
432,machina,13.1364,10.0492,40.22,6,43,3.87,NG,1682783102
433,marivan,35.5219,46.176,14.03,71,73,1.42,IR,1682783103
434,visakhapatnam,17.69,83.2093,28.94,58,75,1.03,IN,1682782738
435,hwange,-18.3693,26.5019,25.82,33,5,1.67,ZW,1682783105
436,sittwe,20.15,92.9,28.54,78,10,4.14,MM,1682783106
437,mahalapye,-23.1041,26.8142,27.97,29,46,3.42,BW,1682783106
438,staronizhestebliyevskaya,45.3767,38.4517,11.72,93,100,1.97,RU,1682783107
439,vredendal,-31.6683,18.5012,18.78,61,18,6.71,ZA,1682783108
440,ta`u,-14.2336,-169.5144,28.1,74,55,8.7,AS,1682783109
441,skarszewy,54.0691,18.4442,14.09,75,99,3.1,PL,1682783110
442,conception bay south,47.4999,-52.9981,4.75,84,100,10.82,CA,1682783111
443,alice springs,-23.7,133.8833,7.75,81,0,3.74,AU,1682782973
444,changli,39.7042,119.1506,9.47,68,25,3.72,CN,1682783112
445,nuuk,64.1835,-51.7216,4.34,56,0,3.6,GL,1682782850
446,kourou,5.1552,-52.6478,30.03,67,38,4.63,GF,1682783113
447,saint-joseph,-21.3667,55.6167,24.21,81,18,5.07,RE,1682783114
448,ploudalmezeau,48.5333,-4.65,18.14,77,0,3.6,FR,1682783114
449,askoy,60.4092,5.226,6.68,67,40,6.69,NO,1682783115
450,san fernando del valle de catamarca,-28.4696,-65.7852,31.44,36,0,1.71,AR,1682782909
451,arkhara,49.4212,130.0842,7.06,50,100,2.59,RU,1682783116
452,peace river,56.2501,-117.286,12.17,32,75,2.57,CA,1682783117
453,port alfred,-33.5906,26.891,19.54,75,82,3.58,ZA,1682783118
454,wenling,28.3669,121.36,12.1,83,100,3.53,CN,1682782929
455,bni bouayach,35.1022,-3.841,30.31,33,0,6.17,MA,1682783119
456,vipava,45.8467,13.9631,19.9,72,100,1.7,SI,1682783120
457,ephrata,40.1798,-76.1788,13.32,85,100,3.09,US,1682783120
458,ratnagiri,16.9833,73.3,27.6,72,87,4.15,IN,1682783121
459,huanggang,23.677,116.9996,24.94,71,100,4.94,CN,1682783097
460,nouadhibou,20.931,-17.0347,23.99,64,0,9.26,MR,1682783122
461,gizo,-8.103,156.8419,27.91,78,28,2.5,SB,1682783123
462,tual,-5.6667,132.75,27.54,80,100,3.78,ID,1682783124
463,edd,13.9297,41.6925,31.47,50,84,2.46,ER,1682783124
464,montevideo,-34.8335,-56.1674,24.84,46,0,8.23,UY,1682783125
465,axim,4.8699,-2.2405,28.54,71,45,3.93,GH,1682783126
466,littlehampton,50.8069,-0.5378,18.23,76,20,4.12,GB,1682782939
467,kotabumi,-4.8333,104.9,24.62,94,100,0.47,ID,1682783127
468,codrington,-38.2667,141.9667,8.45,78,33,3.55,AU,1682783127
469,banda aceh,5.5577,95.3222,27.35,81,100,1.68,ID,1682783128
470,as samawah,31.332,45.2944,32.62,16,0,4.13,IQ,1682782960
471,jutai,-5.1833,-68.9,33.36,52,38,1.03,BR,1682783129
472,ennis,52.8436,-8.9864,16.96,72,75,4.63,IE,1682782974
473,quellon,-43.1167,-73.6167,12.14,76,0,2.57,CL,1682783131
474,al abyar,32.19,20.5965,18.01,37,45,6.47,LY,1682783131
475,kitimat,54.0524,-128.6534,11.21,74,100,1.88,CA,1682783132
476,trairi,-3.2778,-39.2689,27.72,84,47,3.92,BR,1682783133
477,dinanagar,32.15,75.4667,25.07,45,89,2.94,IN,1682783133
478,ubari,26.5921,12.7805,34.5,8,28,5.21,LY,1682783134
479,freetown,8.484,-13.2299,29.84,70,75,3.6,SL,1682782839
480,batang,-6.4846,110.7083,26.85,75,100,0.39,ID,1682783135
481,doka,13.5167,35.7667,34.65,10,100,4.93,SD,1682783136
482,alaghsas,17.0187,8.0168,40.94,11,20,6.17,NE,1682783136
483,kovdor,67.5662,30.4758,-0.45,97,100,5.04,RU,1682783075
484,martinez de la torre,20.0667,-97.05,22.27,97,97,3.99,MX,1682782979
485,siwa oasis,29.2041,25.5195,24.23,19,0,4.14,EG,1682783138
486,verkhnevilyuysk,63.4453,120.3167,-2.62,95,67,2.31,RU,1682783139
487,santa cruz do capibaribe,-7.9575,-36.2047,32.52,38,100,3.63,BR,1682783140
488,menaka,15.9182,2.4022,38.64,16,79,4.08,ML,1682783141
489,kavaratti,10.5669,72.642,29.16,72,100,2.48,IN,1682783142
490,tsiombe,-25.3,45.4833,22.41,71,0,6.15,MG,1682783142
491,gaalkacyo,6.7697,47.4308,31.7,41,73,3.66,SO,1682783143
492,timimoun,29.2639,0.231,39.6,6,41,5.22,DZ,1682783085
493,bayganin,48.6947,55.8742,21.63,36,72,3.4,KZ,1682783144
494,fort bragg,35.139,-79.006,20.75,88,100,1.54,US,1682783146
495,mejit,10.2753,170.8646,27.36,72,100,5.3,MH,1682783147
496,farafangana,-22.8167,47.8333,23.12,81,79,3.06,MG,1682783147
497,baicheng,45.6167,122.8167,8.19,49,100,2.88,CN,1682783148
498,tame,6.461,-71.73,31.87,52,92,1.51,CO,1682783149
499,korsakov,46.6328,142.7813,1.91,92,100,5.28,RU,1682782984
500,manokwari,-0.8667,134.0833,26.05,82,100,1.32,ID,1682783150
501,lazaro cardenas,17.9583,-102.2,28.16,55,40,1.69,MX,1682783151
502,buala,-8.145,159.5921,27.03,85,38,3.38,SB,1682783152
503,altai,46.3722,96.2583,8.3,16,8,2.24,MN,1682783152
504,miracema do tocantins,-9.5618,-48.3967,30.06,66,65,0.95,BR,1682783153
505,tromso,69.6496,18.957,4.1,65,75,5.14,NO,1682783154
506,dampit,-8.2116,112.7493,21.71,97,100,1.16,ID,1682783154
507,toshbuloq,40.9234,71.5721,22.45,33,99,2.06,UZ,1682783155
508,acapulco de juarez,16.8634,-99.8901,27.81,61,41,1.49,MX,1682783156
509,vorkuta,67.5,64.0,-10.56,97,86,3.77,RU,1682783156
510,adre,13.4667,22.2,35.14,9,24,2.51,TD,1682783157
511,stephenville,32.2207,-98.2023,16.25,48,0,9.26,US,1682783158
512,albertina,-22.2008,-46.6158,23.48,54,1,3.28,BR,1682783159
513,tongouson,5.0214,120.1328,27.88,77,75,1.74,PH,1682783159
514,zakynthos,37.7914,20.8953,20.62,52,20,2.06,GR,1682783160
515,soio,-6.1349,12.3689,27.56,77,98,2.68,AO,1682783161
516,bardsir,29.9227,56.5743,15.3,56,91,4.38,IR,1682783161
517,butha-buthe,-28.8333,28.5,10.53,42,2,2.52,LS,1682783162
518,selfoss,63.9331,-20.9971,6.14,40,100,4.14,IS,1682783163
519,ottappalam,10.7667,76.3833,25.02,88,100,1.27,IN,1682783164
520,plastun,44.7561,136.2939,2.52,97,100,7.78,RU,1682783164
521,ambikapur,23.1167,83.2,26.32,43,99,1.07,IN,1682783110
522,mhamid,29.82,-5.72,38.45,5,0,2.78,MA,1682783166
523,portland,45.5234,-122.6762,19.02,66,40,2.68,US,1682783166
524,padang,-0.9492,100.3543,25.99,85,100,1.2,ID,1682782884
525,nenjiang,49.1833,125.2167,6.48,71,100,1.57,CN,1682783168
526,cestos city,5.46,-9.5828,29.27,71,100,4.09,LR,1682783169
527,itoman,26.1247,127.6694,24.43,96,75,4.63,JP,1682783170
528,mori,34.8333,137.9333,17.44,99,100,0.71,JP,1682783171
529,dongola,19.1667,30.4833,33.42,11,10,6.29,SD,1682783171
530,saldanha,-33.0117,17.9442,16.42,73,27,7.68,ZA,1682783172
531,dashtobod,40.1269,68.4944,24.11,20,79,2.65,UZ,1682783173
532,chulakkurgan,43.765,69.1814,23.95,25,76,1.78,KZ,1682783173
533,palmas de monte alto,-14.2672,-43.1619,35.5,25,88,1.71,BR,1682783174
534,moyynkum,44.2914,72.9469,23.62,18,9,2.41,KZ,1682783174
535,fairmont,39.4851,-80.1426,15.5,82,100,0.45,US,1682783176
536,alofi,-19.0595,-169.9187,23.94,94,95,3.6,NU,1682783177
537,stornoway,58.2093,-6.3865,8.85,69,96,7.72,GB,1682783177
538,nizhneangarsk,55.7833,109.55,-1.69,84,98,0.73,RU,1682783178
539,yacimiento rio turbio,-51.5732,-72.3508,1.66,87,75,5.14,AR,1682783179
540,kerikeri,-35.2268,173.9474,18.0,97,100,8.74,NZ,1682783179
541,porto novo,6.4965,2.6036,23.9,63,53,4.31,BJ,1682783180
542,kalmunai,7.4167,81.8167,25.88,82,100,2.19,LK,1682783180
543,nieuw amsterdam,5.8833,-55.0833,31.19,70,75,4.12,SR,1682783181
544,sopur,34.3,74.4667,12.6,67,33,1.29,IN,1682783182
545,watsa,3.0372,29.5355,20.59,81,74,1.49,CD,1682783182
546,bereeda,11.8704,51.0579,30.34,71,35,3.26,SO,1682783183
547,kone,-21.0595,164.8658,19.63,88,67,1.71,NC,1682783184
548,abashiri,44.0213,144.2697,8.18,93,100,3.32,JP,1682782928
549,kuytun,54.3419,101.5036,7.91,94,98,1.69,RU,1682783186
550,iguape,-24.7081,-47.5553,22.41,82,64,2.38,BR,1682783187
551,sidareja,-7.4846,108.7923,24.61,96,99,0.22,ID,1682783188
552,demre,36.2537,29.9777,16.24,52,19,2.37,TR,1682783188
553,richards bay,-28.783,32.0377,22.55,89,69,5.66,ZA,1682783063
554,labytnangi,66.6572,66.4183,-8.71,87,52,3.47,RU,1682782990
555,elesbao veloso,-6.2019,-42.1403,32.06,52,62,0.46,BR,1682783190
556,la palma,33.8464,-118.0467,18.18,86,100,2.06,US,1682783191
557,belyy yar,53.6039,91.3903,10.94,46,0,5.0,RU,1682783192
558,wajir,1.7471,40.0573,29.17,58,86,4.85,KE,1682783193
559,cidade velha,14.9167,-23.6167,28.26,57,20,9.26,CV,1682783194
560,xanxere,-26.8769,-52.4042,22.06,47,0,2.01,BR,1682783195
561,mandvi,22.8333,69.3667,27.53,66,0,4.26,IN,1682783195
562,recreo,-29.2818,-65.061,28.8,45,0,9.11,AR,1682783196
563,ar ruways,24.1103,52.7306,28.49,39,0,5.32,AE,1682783004
564,filingue,14.3521,3.3168,37.65,18,95,3.35,NE,1682783197
565,kupang,-10.1667,123.5833,24.85,87,18,3.38,ID,1682783198
566,iron river,46.0927,-88.6423,8.64,98,100,2.83,US,1682783199
567,minas de marcona,-15.2119,-75.1103,20.68,63,99,6.53,PE,1682783193
568,boise,43.6135,-116.2035,18.45,42,0,2.57,US,1682782937
569,nicoya,10.1483,-85.452,30.64,59,100,1.23,CR,1682783202
570,bulgan,48.8125,103.5347,9.48,42,86,2.02,MN,1682783202
571,nar'yan-mar,67.6713,53.087,-6.92,94,7,3.41,RU,1682782965
572,ulety,51.3572,112.4849,2.42,39,59,1.3,RU,1682783203
573,nantucket,41.2835,-70.0995,12.83,77,0,9.77,US,1682783204
574,tshikapa,-6.4167,20.8,24.01,83,99,2.02,CD,1682783205
575,nilgiri,21.4581,86.7669,29.91,55,41,1.91,IN,1682783205
576,half moon bay,37.4636,-122.4286,17.1,91,100,2.57,US,1682783206
577,gao,16.6362,1.637,34.9,23,57,6.1,ML,1682783207
578,altamira,-3.2033,-52.2064,32.05,66,75,3.6,BR,1682783207
579,tharad,24.3961,71.6267,26.09,53,78,6.01,IN,1682783208
580,yuzhno-kurilsk,44.0306,145.8556,4.06,99,100,2.75,RU,1682783209
581,chinde,26.8418,88.0763,17.64,58,88,2.85,NP,1682783209
582,bochum,51.4833,7.2167,15.28,69,100,0.45,DE,1682783210
583,al bardiyah,31.7561,25.0865,17.76,58,0,6.02,LY,1682783211
584,usinsk,65.9939,57.5281,-3.72,84,31,5.15,RU,1682783212
585,siem reap,13.5,104.0,27.86,86,95,1.38,KH,1682783213
586,likiep,9.8251,169.3107,27.08,72,100,8.9,MH,1682783214
587,olinda,-8.0089,-34.8553,29.85,66,40,4.12,BR,1682783180
588,virrat,62.2476,23.78,7.19,64,95,4.11,FI,1682783215
589,prabumulih,-3.45,104.25,24.19,98,100,0.46,ID,1682783192
590,preili,56.2944,26.7246,11.42,50,38,2.2,LV,1682783217
591,tortoli,39.9256,9.6572,19.9,83,100,2.06,IT,1682783020
592,djibo,14.1022,-1.6306,37.57,19,96,1.4,BF,1682783218
